 OTUID	N1_0	N2_0	N3_0	N1_40	N2_40	N3_40	N1_60	N2_60	N3_60	E1_0	E2_0	E3_0	E1_40	E2_40	E3_40	E1_60	E2_60	E3_60
OTU_2018	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2622	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU_1391	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2341	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2278	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1634	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0
OTU_1016	0	0	1	0	0	0	0	0	0	1	1	4	0	0	0	0	0	0
OTU_1398	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU_2484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_2655	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	1	0	0
OTU_2719	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_1840	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1710	0	0	0	1	1	3	0	0	0	0	0	0	1	1	0	0	0	0
OTU_2726	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2249	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0
OTU_2254	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1050	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2375	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1597	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0
OTU_1537	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1513	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2137	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0
OTU_1594	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1575	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU_1479	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0
OTU_2415	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1515	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1653	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
OTU_1750	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
OTU_2791	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1943	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_2671	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1630	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1203	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1482	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
OTU_2235	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
OTU_885	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0
OTU_1913	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1362	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2518	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
OTU_2363	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU_1363	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0
OTU_2204	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU_2703	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_2723	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_2494	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_2687	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1019	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0
OTU_2531	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1820	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1712	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1770	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1
OTU_1505	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2690	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_1681	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
OTU_2650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_1151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
OTU_2304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU_1816	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1265	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2284	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_1558	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
OTU_2709	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
OTU_1502	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2456	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0
OTU_1776	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2400	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0
OTU_1903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1733	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1032	0	0	0	1	0	0	0	0	0	0	1	0	0	0	3	0	0	0
OTU_2767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2424	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1495	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2660	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1234	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2568	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU_2675	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1557	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
OTU_2307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2670	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
OTU_2594	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2088	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1755	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2324	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_2220	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_2517	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2715	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU_1435	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2656	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_2078	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
OTU_2521	1	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_2477	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_2504	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
OTU_2786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
OTU_984	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2004	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0
OTU_2516	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1991	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_2095	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
OTU_1553	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_2029	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_2554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU_1149	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
OTU_2336	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU_2465	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_976	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0
OTU_1895	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1772	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
OTU_1771	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1101	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2348	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
OTU_1958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2245	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2621	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1335	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
OTU_1357	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1851	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0
OTU_1451	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU_1455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1
OTU_2545	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2758	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_2727	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_2806	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2807	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_1563	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_2268	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_2176	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1554	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1410	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_2157	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU_2079	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2099	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1059	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_2033	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_2067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU_2112	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1984	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
OTU_2751	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
OTU_1069	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_2240	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2360	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU_2141	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
OTU_2238	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2199	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_2153	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_1967	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
OTU_2614	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1799	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
OTU_1783	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_2612	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1817	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_2111	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1954	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2269	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2045	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1115	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2406	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU_2756	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
OTU_2542	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1879	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1296	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU_948	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
OTU_1621	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU_2739	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1962	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1829	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_1964	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_2071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU_1609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU_1874	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1400	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_1650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1729	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1745	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1288	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
OTU_2126	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2470	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_2224	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU_1793	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1358	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU_2359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
OTU_1384	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1719	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2124	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1726	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1336	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_2498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU_1796	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU_2557	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1546	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1720	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_1038	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_2412	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU_2186	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
OTU_1737	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2156	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0
OTU_1867	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1066	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_2576	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_2658	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1427	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
OTU_1788	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_2059	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1784	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_2208	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1517	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_1589	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2060	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
OTU_1717	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
OTU_1588	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU_2467	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1666	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2519	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU_2563	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_2260	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_1408	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_2616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1679	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2283	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_2405	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_1119	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_816	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
OTU_1760	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
OTU_2237	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU_1460	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2075	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU_1699	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_2476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU_2389	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
OTU_1835	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
OTU_1403	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_2070	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2694	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1667	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2301	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2073	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2391	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_1831	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
OTU_2197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
OTU_1748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2196	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU_1426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU_1819	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_2457	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1257	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2223	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_2380	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2649	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU_2355	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_2154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU_2398	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU_1844	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2123	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2682	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_1868	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2464	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_2673	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1884	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1721	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2692	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2749	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_2148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2339	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2340	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_1396	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2256	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2550	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2072	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1193	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_1982	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1908	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2120	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2296	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_966	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2068	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU_2466	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
